anchor_index,role,rank,sample_index,distance,scenario_id,source_path,focus_agent_id,candidate_agent_id,candidate_index,event_step,query_step,lead_steps,lead_time_s,relation,response,focus_type,candidate_type,delta_arrival_time_s,pet_s,spatial_min_dist_m,figure
1817,anchor,0,1817,,24b58c68bf5cb235,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/24b58c68bf5cb235_focus_2354_src2.npz,2354,2353,2,61,31,30,3.0,converging_conflict,yields,vehicle,vehicle,2.9000000953674316,2.9000000953674316,0.6478064060211182,anchor_01817_converging_conflict_yields_lead30/anchor/anchor_00_idx01817.png
1817,positive,1,6868,13.005866050720215,5ff3238ca002ee0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/5ff3238ca002ee0_focus_1318_src1.npz,1318,1315,13,74,44,30,3.0,converging_conflict,yields,vehicle,vehicle,1.600000023841858,1.600000023841858,3.840883731842041,anchor_01817_converging_conflict_yields_lead30/positive/positive_01_idx06868_d13.01.png
1817,positive,2,6673,13.944268226623535,5d8a51c8fb0d739c,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/5d8a51c8fb0d739c_focus_167_src0.npz,167,620,10,68,38,30,3.0,converging_conflict,yields,vehicle,vehicle,2.0999999046325684,2.0999999046325684,1.094253420829773,anchor_01817_converging_conflict_yields_lead30/positive/positive_02_idx06673_d13.94.png
1817,hard_negative,1,5094,15.600123405456543,4b61c03f986f4044,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/4b61c03f986f4044_focus_4442_src5.npz,4442,1659,4,51,21,30,3.0,converging_conflict,goes_first,vehicle,vehicle,-1.399999976158142,1.399999976158142,0.11635841429233551,anchor_01817_converging_conflict_yields_lead30/hard_negative/hard_negative_01_idx05094_d15.60.png
1817,hard_negative,2,1151,15.666419982910156,1cac0a6110f21f50,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/1cac0a6110f21f50_focus_2321_src3.npz,2321,2067,12,63,33,30,3.0,converging_conflict,goes_first,vehicle,vehicle,-2.700000047683716,2.700000047683716,3.392880439758301,anchor_01817_converging_conflict_yields_lead30/hard_negative/hard_negative_02_idx01151_d15.67.png
1817,hard_negative,3,15049,15.867316246032715,c557056154801cb3,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/c557056154801cb3_focus_1697_src2.npz,1697,795,6,54,24,30,3.0,converging_conflict,goes_first,vehicle,vehicle,-1.399999976158142,1.399999976158142,3.805966854095459,anchor_01817_converging_conflict_yields_lead30/hard_negative/hard_negative_03_idx15049_d15.87.png
1817,hard_negative,4,6609,15.968379974365234,5cedccacdac00686,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/5cedccacdac00686_focus_978_src1.npz,978,1525,16,49,19,30,3.0,converging_conflict,goes_first,vehicle,vehicle,-2.0999999046325684,2.0999999046325684,0.012695323675870895,anchor_01817_converging_conflict_yields_lead30/hard_negative/hard_negative_04_idx06609_d15.97.png
1817,easy_negative,1,3668,17.082515716552734,3aceaf6e871dbccd,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/3aceaf6e871dbccd_focus_747_src0.npz,747,748,7,51,21,30,3.0,other_leads_focus,maintains,vehicle,vehicle,0.699999988079071,0.699999988079071,3.4802205562591553,anchor_01817_converging_conflict_yields_lead30/easy_negative/easy_negative_01_idx03668_d17.08.png
1817,easy_negative,2,14381,16.162269592285156,bdb3cba00bad6ff7,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/bdb3cba00bad6ff7_focus_685_src2.npz,685,572,1,71,41,30,3.0,other_leads_focus,maintains,vehicle,vehicle,1.7999999523162842,1.7999999523162842,0.09758075326681137,anchor_01817_converging_conflict_yields_lead30/easy_negative/easy_negative_02_idx14381_d16.16.png
1817,easy_negative,3,17411,18.301362991333008,e007d317b074294d,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/e007d317b074294d_focus_682_src5.npz,682,720,9,89,59,30,3.0,other_follows_focus,maintains,vehicle,vehicle,0.0,6.199999809265137,5.826255798339844,anchor_01817_converging_conflict_yields_lead30/easy_negative/easy_negative_03_idx17411_d18.30.png
1817,easy_negative,4,10116,17.342405319213867,8c6008b115d910ea,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/8c6008b115d910ea_focus_304_src1.npz,304,298,1,50,20,30,3.0,other_follows_focus,decelerates,vehicle,vehicle,-2.9000000953674316,2.9000000953674316,0.003936074674129486,anchor_01817_converging_conflict_yields_lead30/easy_negative/easy_negative_04_idx10116_d17.34.png
