sample_index,split,scenario_id,source_path,first_agent_id,second_agent_id,first_agent_type,second_agent_type,is_original_ooi_pair,event_mode,primary_step_first,primary_step_second,interval_start_first,interval_end_first,interval_start_second,interval_end_second,zone_pet_steps,zone_pet_s,center_pet_steps,center_pet_s,min_clearance_m,num_contact_components,primary_component_cells,relevance_score,valid_steps_first,valid_steps_second,first_length_m,first_width_m,second_length_m,second_width_m,shard,shard_row,heading_diff_deg,mean_event_speed_mps,min_median_speed_mps,max_valid_speed_mps,max_speed_drop_mps,max_yaw_change_deg,relative_lateral_change_m,median_abs_relative_lateral_m,path_convergence_m,path_divergence_m,partial_valid,valid_fraction,interval_length_steps,types,audit_category,selection_role,figure
82673,train,5f3752fda94ce1e,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/5f3752fda94ce1e_focus_1721_src2.npz,1721,1729,1,1,True,path_intersection,25.29212212562561,46.75281012058258,0.0,75.5,14.5,90.0,14.0,1.4000000000000001,21.46068799495697,2.1460687994956973,0.0,1,950,0.8968300597468688,91,91,4.422144889831543,2.0171642303466797,4.457398414611816,2.0712873935699463,train_samples_00016.npz,2673,0.5904698520800756,8.07653522491455,8.095932006835938,9.66800308227539,1.4649691581726074,0.8051153786044231,0.30778223276138306,0.08874544501304626,10.06486201286316,7.1286585330963135,False,1.0,75.5,"(1, 1)",following,ooi_typical,following/01_ooi_typical_train_idx082673_5f3752fda94ce1e.png
96709,train,bc2a7da3c806ace3,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/bc2a7da3c806ace3_focus_1352_src1.npz,1360,1352,1,1,False,obb_contact_interval,36.0,55.0,0.0,71.5,20.5,90.0,18.0,1.8,19.0,1.9000000000000001,0.0,1,838,0.835270211411272,91,91,5.0441813468933105,2.2308130264282227,5.061511516571045,2.1359591484069824,train_samples_00019.npz,1709,0.6398385144293074,10.189211368560791,9.779820442199707,12.366979598999023,1.1595649719238281,1.0458522260906924,0.19423112273216248,0.3467889428138733,12.915422469377518,16.97811657190323,False,1.0,71.5,"(1, 1)",following,mined_typical,following/02_mined_typical_train_idx096709_bc2a7da3c806ace3.png
1438,train,10035ee859a47435,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/10035ee859a47435_focus_798_src1.npz,799,798,1,1,False,obb_contact_interval,28.0,35.0,0.0,47.5,7.5,90.0,6.0,0.6000000000000001,7.0,0.7000000000000001,0.0,1,2061,0.9801986733067554,91,91,3.973752737045288,1.9265949726104736,4.544238567352295,2.024552822113037,train_samples_00000.npz,1438,0.03195162827237295,2.683887481689453,1.3317104578018188,7.667233943939209,5.789933204650879,1.0302656276830175,0.10284127295017242,0.1359703093767166,5.03945891559124,6.35230165719986,False,1.0,82.5,"(1, 1)",following,low_pet,following/03_low_pet_train_idx001438_10035ee859a47435.png
71070,train,116205920d1a539a,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/116205920d1a539a_focus_684_src1.npz,684,1770,1,1,False,obb_contact_interval,38.0,76.0,0.0,48.5,50.5,90.0,37.0,3.7,38.0,3.8000000000000003,0.0,1,916,0.46740668448561884,91,91,4.51704740524292,2.057112693786621,5.285999774932861,2.3320000171661377,train_samples_00014.npz,1070,0.6650691798624816,3.5533969402313232,2.959017038345337,13.83662223815918,7.329450607299805,0.8027931142866187,0.07708263397216797,0.388428270816803,54.189858227968216,8.675079643726349,False,1.0,48.5,"(1, 1)",following,high_pet,following/04_high_pet_train_idx071070_116205920d1a539a.png
11736,val,105433dfbca1afa5,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/val/105433dfbca1afa5_focus_443_src0.npz,443,460,1,1,False,obb_contact_interval,73.0,78.0,0.0,81.5,29.5,90.0,4.0,0.4,5.0,0.5,0.0,1,2734,0.9911505004882849,91,91,4.437397480010986,1.9400091171264648,4.5593390464782715,2.0475540161132812,val_samples_00002.npz,1736,0.6286779319646536,0.5101956129074097,1.3041009902954102,5.924871444702148,1.0736225843429565,11.32603910154223,0.13497024774551392,0.25852280855178833,14.040532797574997,5.16786053776741,False,1.0,81.5,"(1, 1)",following,long_interval,following/05_long_interval_val_idx011736_105433dfbca1afa5.png
24724,train,80dd81d73c4c0966,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/80dd81d73c4c0966_focus_890_src2.npz,890,911,1,1,False,obb_contact_interval,11.0,34.0,0.0,51.5,22.5,90.0,22.0,2.2,23.0,2.3000000000000003,0.0,1,976,0.7642281651714904,91,82,4.784005641937256,2.132370948791504,4.52619743347168,2.084115982055664,train_samples_00004.npz,4724,0.09018581780084836,9.717966556549072,3.7310187816619873,11.401195526123047,5.86998176574707,1.3956808550004056,0.0,0.07294486463069916,10.881382465362549,11.242934763431549,True,0.9505494505494505,67.5,"(1, 1)",following,partial_or_strong_response,following/06_partial_or_strong_response_train_idx024724_80dd81d73c4c0966.png
49615,train,38016a65cfb001ef,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/38016a65cfb001ef_focus_391_src0.npz,401,391,1,1,True,path_intersection,64.33448874950409,86.81678313016891,29.5,75.5,54.5,90.0,14.0,1.4000000000000001,22.482294380664825,2.2482294380664825,0.0,1,546,0.8968300597468688,91,91,4.595411777496338,2.014522075653076,4.507750511169434,2.0241940021514893,train_samples_00009.npz,4615,5.964285534682038,7.672722101211548,4.429289817810059,8.084074974060059,0.648435115814209,20.156079486004387,6.26545524597168,6.309737205505371,13.100120782852173,-1.5060367584228516,False,1.0,46.0,"(1, 1)",merge_cut_in,ooi_turn_in,merge_cut_in/07_ooi_turn_in_train_idx049615_38016a65cfb001ef.png
83196,train,98758188ca582439,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/98758188ca582439_focus_1687_src1.npz,1686,1687,1,1,False,path_intersection,40.93453109264374,88.54590862989426,12.5,50.5,43.5,90.0,20.0,2.0,47.61137753725052,4.761137753725052,0.0,1,787,0.8007374029168081,91,91,4.667393207550049,2.1135993003845215,4.91896915435791,2.157179355621338,train_samples_00016.npz,3196,4.16724867678652,6.568319082260132,3.8761048316955566,8.98835277557373,0.6832365989685059,12.188201073868246,0.614126443862915,3.324763774871826,4.375442683696747,23.732885360717773,False,1.0,46.5,"(1, 1)",merge_cut_in,mined_shallow_merge,merge_cut_in/08_mined_shallow_merge_train_idx083196_98758188ca582439.png
57692,train,12545c17a59c465e,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/12545c17a59c465e_focus_1115_src2.npz,1066,1115,1,1,False,path_intersection,5.89749675989151,74.20664060115814,0.0,17.5,56.5,90.0,54.0,5.4,68.30914384126663,6.830914384126664,0.0,1,222,0.19789869908361465,27,91,4.797720909118652,2.156397581100464,4.531520843505859,2.0515005588531494,train_samples_00011.npz,2692,17.99854567060242,11.147976398468018,1.3266106843948364,17.704336166381836,0.3929939270019531,71.10274737307464,0.5554027557373047,9.318533897399902,7.960112452507019,16.828943967819214,True,0.6483516483516484,33.5,"(1, 1)",merge_cut_in,high_pet_delayed_merge,merge_cut_in/09_high_pet_delayed_merge_train_idx057692_12545c17a59c465e.png
11261,val,10046aa6cf702930,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/val/10046aa6cf702930_focus_1024_src2.npz,1014,1024,1,1,False,obb_contact_interval,53.0,65.0,0.0,78.5,23.5,90.0,11.0,1.1,12.0,1.2000000000000002,0.0,1,512,0.9349874032704532,91,91,4.492146015167236,2.1254889965057373,5.837836265563965,2.490814208984375,val_samples_00002.npz,1261,4.797115061666756,16.337655544281006,15.817026138305664,21.18836212158203,6.533465385437012,7.385142040076287,5.320556640625,4.840969085693359,35.139974534511566,7.5044004917144775,False,1.0,78.5,"(1, 1)",merge_cut_in,long_gradual_merge,merge_cut_in/10_long_gradual_merge_val_idx011261_10046aa6cf702930.png
